Mathematics	Binomial_theorem
Mathematics	Analytic_geometry
Mathematics	Base_(exponentiation)
Mathematics	Sine
Mathematics	Series_(mathematics)
Number	Empty_sum
Base_(exponentiation)	Logarithm
Curve	Circular_motion
Mathematics	Cartesian_coordinate_system
Mathematics	Inequality_(mathematics)
Perpendicular	Analytic_geometry
Number	Matrix_multiplication
Polynomial	Algebraic_expression
Identity_matrix	Elementary_matrix
Perpendicular	Cartesian_coordinate_system
Mathematics	Dot_product
Mathematics	Differential_equation
Geometry	Vertical_line_test
Arithmetic	Subtraction
Pythagorean_theorem	Pythagorean_trigonometric_identity
Mathematics	Rotation_of_axes
Mathematics	Logarithm
Square_(algebra)	Algebraic_expression
Trigonometry	Pythagorean_trigonometric_identity
Function_(mathematics)	Inverse_function
Product_(mathematics)	Product_topology
Mathematics	Addition
Equation	Parametric_equation
Number	Rational_root_theorem
Vector_(mathematics_and_physics)	Vector_field
Geometry	Polygon
Geometry	Trigonometric_substitution
Mathematics	Homogeneous_polynomial
Number	Fundamental_theorem_of_algebra
Square_matrix	Minor_(linear_algebra)
Geometry	Linear_equation
Integer	Algebraic_expression
Mathematics	Algebraic_operation
Mathematics	Trigonometry
Line_(geometry)	Conic_section
Function_(mathematics)	Rational_function
Inequality_(mathematics)	Linear_inequality
Curve	Asymptote
Multiplication	Binary_logarithm
Complex_number	Complex_conjugate
Line_segment	Law_of_sines
Trigonometric_functions	Pythagorean_trigonometric_identity
Geometry	Angle
Geometry	Rectangle
Multiplication	Base_(exponentiation)
Line_(geometry)	Slope
Mathematics	Eccentricity_(mathematics)
Number	Basis_(linear_algebra)
Main_diagonal	Elementary_matrix
Number	Division_(mathematics)
Mathematics	Product_topology
Equation_solving	Rational_root_theorem
Polynomial	Rational_root_theorem
Polynomial	Fundamental_theorem_of_algebra
Mathematics	Monotonic_function
Set_(mathematics)	Empty_set
Mathematics	Conic_section
Binomial_theorem	Binomial_coefficient
Mathematics	Law_of_sines
Point_(geometry)	Law_of_sines
Matrix_(mathematics)	Determinant
Number	Quadratic_equation
Geometry	System_of_linear_equations
Number	Quadrant_(plane_geometry)
Integer	Polynomial
Number	Matrix_ring
Mathematics	Equality_(mathematics)
Integer	Rational_root_theorem
Mathematics	Slope
Arithmetic	Factorization
Mathematics	Graph_of_a_function
Addition	Descartes'_rule_of_signs
Plane_(geometry)	Cartesian_coordinate_system
Division_(mathematics)	Multiplicative_inverse
Geometry	Point_(geometry)
Mathematics	Geometric_series
Mathematics	Domain_of_a_function
Factorization	Partial_fraction_decomposition
Number	Real_line
Degree_of_a_polynomial	Polynomial_long_division
Multiplication	Algebraic_expression
Mathematics	Polynomial
Base_(exponentiation)	Common_logarithm
Mathematics	Natural_logarithm
Division_(mathematics)	Polynomial_long_division
Line_(geometry)	Unit_circle
Mathematics	Exponential_function
Mathematics	Arithmetic
Geometry	Radius
Mathematics	Right_angle
Geometry	Spherical_law_of_cosines
Mathematics	Binomial
Algebra	Linear_inequality
Mathematics	Common_logarithm
Function_(mathematics)	Continuous_function
Mathematics	Mereology
Sine	Sine_wave
Arithmetic	Descartes'_rule_of_signs
Mathematics	Solution_of_triangles
Arithmetic	Exponential_growth
Point_(geometry)	Solution_of_triangles
Mathematics	Mathematical_proof
Geometry	Focus_(geometry)
Mathematics	Image_(mathematics)
