Speed	Shock_wave
Electric_field	Electric_potential_energy
Plane_mirror	Mirror_image
Wave	Total_internal_reflection
Displacement_(vector)	Acceleration
Position_(vector)	Free_fall
Refraction	Refractive_index
Force	Strength_of_materials
Light	Ray_(optics)
Coulomb's_law	Emission_spectrum
Fracture	Strength_of_materials
Physics	Refraction
Force	Plasticity_(physics)
Physics	Intensity_(physics)
Light	Laser
Displacement_(vector)	Work_(physics)
Absorption_spectroscopy	Electromagnetic_spectrum
Distance	Electric_potential_energy
Position_(vector)	Mechanical_energy
Physics	Photoelectric_effect
Euclidean_vector	Gravitational_acceleration
Electron	Electromagnetic_spectrum
Wave	Absorption_spectroscopy
Motion_(physics)	Non-inertial_reference_frame
Energy	Mechanical_energy
Physics	Standing_wave
Energy	Sound_intensity
Wave	Electromagnetic_spectrum
Field_(physics)	Electric_field
Force	Sound_intensity
Physics	Strength_of_materials
Kinetic_energy	Inelastic_collision
Physics	Motion_graphs_and_derivatives
Light	Optical_microscope
Mass	Le_Sage's_theory_of_gravitation
Frame_of_reference	Non-inertial_reference_frame
Physics	Plasticity_(physics)
Force	Elastic_collision
Force	Tension_(physics)
Force	Magnetic_field
Force	Electric_potential
Power_(physics)	Sound_intensity
Force	Gravity_of_Earth
Motion_(physics)	Frame_of_reference
Speed	Elastic_collision
Wave	Refractive_index
Speed	Equations_of_motion
Mass	Kinetic_energy
Wave	Sonic_boom
Motion_(physics)	Projectile_motion
Energy	Absorption_spectroscopy
Work_(physics)	Electric_potential_energy
Velocity	Motion_graphs_and_derivatives
Energy	Electromagnetic_spectrum
Motion_(physics)	Le_Sage's_theory_of_gravitation
Euclidean_vector	Motion_graphs_and_derivatives
Physics	Tension_(physics)
Physics	Magnetic_field
Speed	Acceleration
Physics	Dielectric
Physics	Electric_potential
Displacement_(vector)	Potential_energy
Distance	Gravitational_constant
Physics	Gravity_of_Earth
Position_(vector)	Electric_potential_energy
Deformation_(engineering)	Strength_of_materials
Physics	Specular_reflection
Physics	Electromotive_force
Force	Work_(physics)
Energy_level	Emission_spectrum
Magnet	Electromotive_force
Force	Friction
