Šķautne	Vienādsānu_trijstūris
Virsotne_(ģeometrija)	Sešstūris
Virsotne_(ģeometrija)	Zvaigznes_poligons
Šķautne	Pitagora_teorēma
Punkts_(ģeometrija)	Sinuss
Riņķa_līnija	Sfēra
Pārdalīšana_uz_pusēm	Leņķa_bisektrises_teorēma
Daudzstūris	Prizma
Punkts_(ģeometrija)	Dekarta_koordinātu_sistēma
Leņķis	Pitagora_trijnieks
Ģeometrija	Astoņstūris
Ģeometrija	Paralelograms
Perpendikuls	Dekarta_koordinātu_sistēma
Trijstūris	Pitagora_trijnieks
Daudzstūris	Deviņstūris
Punkts_(ģeometrija)	Piecstūris
Taisne	Izliekts_daudzstūris
Ģeometrija	Līdzība
Rotācija_(matemātika)	Refleksijas_simetrija
Leņķis	Vienādsānu_trijstūris
Nogrieznis	Izliekts_daudzstūris
Taisne	Deltoīds
Ģeometrija	Ārējā_leņķa_teorēma
Ģeometrija	Iekšējais_un_ārējais_leņķis
Leņķis	Pitagora_teorēma
Ģeometrija	Trijstūru_nevienādības
Ģeometrija	Daudzstūris
Nogrieznis	Deltoīds
Trijstūris	Vienādsānu_trijstūris
Četrstūris	Paralelograms
Daudzstūris	Inversās_trigonometriskās_funkcijas
Nogrieznis	Septiņstūris
Punkts_(ģeometrija)	Transversāls_(ģeometrija)
Leņķis	Slīpums
Trijstūris	Pitagora_teorēma
Daudzstūris	Trigonometriskās_funkcijas
Ģeometrija	Īpašie_taisnleņķa_trijstūri
Taisne	Piramīda
Šķautne	Astoņstūris
Ģeometrija	Leņķis
Šķautne	Paralelograms
Ģeometrija	Taisnstūris
Līdzība	Pašlīdzība
Taisne	Stāvums
Nogrieznis	Piramīda
Paralēlais_(ģeometrija)	Paralelograms
Nogrieznis	Diagonāle
Taisne	Trijstūra_augstums
Šķautne	Ārējā_leņķa_teorēma
Punkts_(ģeometrija)	Deltoīds
Šķautne	Trijstūru_nevienādības
Šķautne	Daudzstūris
Nogrieznis	Trijstūra_augstums
Punkts_(ģeometrija)	Sliektās_līnijas
Punkts_(ģeometrija)	Septiņstūris
Četrstūris	Taisnstūris
Taisne	Sešstūris
Mēroga_koeficients	Mērogošana_(ģeometrija)
Taisne	Pieskare
Nogrieznis	Sešstūris
Leņķis	Astoņstūris
Daudzstūris	Taisnstūris
Leņķis	Paralelograms
Šķautne	Īpašie_taisnleņķa_trijstūri
Virsotne_(ģeometrija)	Daudzskaldnis
Taisne	Taisnleņķis
Punkts_(ģeometrija)	Leņķa_bisektrises_teorēma
Punkts_(ģeometrija)	Rotācija_simetrija
Punkts_(ģeometrija)	Stāvums
Paralēlais_(ģeometrija)	Taisnstūris
Taisne	Stingra_transformācija
Perpendikuls	Leņķa_bisektrises_teorēma
Leņķis	Ārējā_leņķa_teorēma
Plakne_(ģeometrija)	Dekarta_koordinātu_sistēma
Punkts_(ģeometrija)	Diagonāle
Leņķis	Iekšējais_un_ārējais_leņķis
Virsotne_(ģeometrija)	Divpadsmitstūris
Leņķis	Daudzstūris
Leņķis	Trijstūru_nevienādības
Ģeometrija	Punkts_(ģeometrija)
Punkts_(ģeometrija)	Trijstūra_augstums
Leņķis	Pārdalīšana_uz_pusēm
Trijstūris	Ārējā_leņķa_teorēma
Daudzstūris	Izliekts_daudzstūris
Leņķis	Īpašie_taisnleņķa_trijstūri
Stāvums	Slīpums
Punkts_(ģeometrija)	Zvaigznes_poligons
Daudzstūris	Deltoīds
Trijstūris	Īpašie_taisnleņķa_trijstūri
Ģeometrija	Divdimensiju_telpa
Ģeometrija	Rādiuss
Plakne_(ģeometrija)	Transversāls_(ģeometrija)
Ģeometrija	Pieskare
Virsotne_(ģeometrija)	Četrstūris
Daudzstūris	Piramīda
Ģeometrija	Taisne
Virsotne_(ģeometrija)	Pitagora_trijnieks
Taisne	Refleksijas_simetrija
Četrstūris	Rombs
Ģeometrija	Rotācija_(matemātika)
Ģeometrija	Stingra_transformācija
Ģeometrija	Virsotne_(ģeometrija)
Daudzstūris	Trijstūra_augstums
Taisnleņķis	Pitagora_trijnieks
Taisne	Kvadrāts
Taisne	Daudzskaldnis
Šķautne	Rombs
Daudzstūris	Sešstūris
Plakne_(ģeometrija)	Sliektās_līnijas
Nogrieznis	Daudzskaldnis
Punkts_(ģeometrija)	Perpendikuls
Virsotne_(ģeometrija)	Pitagora_teorēma
Daudzstūris	Pieskare
Taisne	Trapece
Plakne_(ģeometrija)	Teselācija
Ģeometrija	Viduspunkts
Taisne	Vienādmalu_trijstūris
Punkts_(ģeometrija)	Koordinātu_sistēma
Simetrija	Pašlīdzība
Taisnleņķis	Pitagora_teorēma
Virsotne_(ģeometrija)	Šķautne
Virsotne_(ģeometrija)	Deviņstūris
Riņķa_līnija	Rādiuss
Leņķis	Rombs
Taisnstūris	Kvadrāts
Ģeometrija	Konuss
Trigonometriskās_funkcijas	Sinuss
Trijstūris	Pieskare
Virsotne_(ģeometrija)	Astoņstūris
Punkts_(ģeometrija)	Divpadsmitstūris
Ģeometrija	Kvadrāts
Virsotne_(ģeometrija)	Paralelograms
Taisne	Pitagora_trijnieks
Nogrieznis	Četrstūris
Leņķis	Rotācija_(matemātika)
Nogrieznis	Pitagora_trijnieks
Virsotne_(ģeometrija)	Iekšējais_un_ārējais_leņķis
Virsotne_(ģeometrija)	Daudzstūris
Ģeometrija	Vienādmalu_trijstūris
Taisne	Vienādsānu_trijstūris
Četrstūris	Kvadrāts
Taisne	Pitagora_teorēma
